code,seq,name,category,law,law_url,article,article_url,cycle,ministry,planner,scope,level,verified,source,note,order
EP-080,80,시행계획,시행계획,순환경제사회 전환 촉진법,https://www.law.go.kr/법령/순환경제사회 전환 촉진법,제11조,"https://www.law.go.kr/법령/순환경제사회전환촉진법/(20260219,21381,20260219)/제11조",5년,지방자치단체,특별시장ㆍ광역시장ㆍ특별자치시장ㆍ도지사ㆍ특별자치도지사,시도,광역(시·도),,neins,,3080
EP-081,81,집행계획,기타,순환경제사회 전환 촉진법,https://www.law.go.kr/법령/순환경제사회 전환 촉진법,제11조,"https://www.law.go.kr/법령/순환경제사회전환촉진법/(20260219,21381,20260219)/제11조",1년,지방자치단체,시장ㆍ군수ㆍ구청장,시도,기초(시·군·구),,neins,,7081
EP-082,82,잔류성오염물질관리,관리계획,잔류성오염물질 관리법,https://www.law.go.kr/법령/잔류성오염물질 관리법,제5조,"https://www.law.go.kr/법령/잔류성오염물질관리법/(20251001,21065,20251001)/제5조",5년,기후에너지환경부,기후에너지환경부장관,,국가,,neins,,2082
EP-083,83,지속가능 발전 국가기본전략,기본계획,지속가능발전 기본법,https://www.law.go.kr/법령/지속가능발전 기본법,제7조,"https://www.law.go.kr/법령/지속가능발전기본법/(20220705,18708,20220104)/제7조",5년,지속가능발전위원회·기후에너지환경부,정부,,국가,1,neins,제1차 명칭은 「국가 지속가능발전 전략 및 이행계획」,1083
EP-084,84,지속가능발전 지방기본전략,기본계획,지속가능발전 기본법,https://www.law.go.kr/법령/지속가능발전 기본법,제8조,"https://www.law.go.kr/법령/지속가능발전기본법/(20220705,18708,20220104)/제8조",5년,지방자치단체,지방자치단체의 장,시도,광역·기초,1,neins,지자체별 개별 수립,1084
EP-085,85,지속가능발전 보고서,기타,지속가능발전 기본법,https://www.law.go.kr/법령/지속가능발전 기본법,제16조,"https://www.law.go.kr/법령/지속가능발전기본법/(20220705,18708,20220104)/제16조",2년,기타 수립주체,국가위원회,전국,국가,,neins,,7085
EP-086,86,지하수관리기본계획,기본계획,지하수법,https://www.law.go.kr/법령/지하수법,제6조,"https://www.law.go.kr/법령/지하수법/(20251001,21065,20251001)/제6조",10년,기후에너지환경부,기후에너지환경부장관,,국가,1,neins,제3차는 2017년 수정계획(2017~2026) 있음. 제3차까지 소관은 국토교통부,1086
EP-087,87,지역지하수관리계획,관리계획,지하수법,https://www.law.go.kr/법령/지하수법,제6조의2,"https://www.law.go.kr/법령/지하수법/(20251001,21065,20251001)/제6조의2",미규정,지방자치단체,시ㆍ도지사,시군구,광역(시·도),,neins,,2087
EP-088,88,친수구역조성사업에 관한 계획,기타,친수구역 활용에 관한 특별법,https://www.law.go.kr/법령/친수구역 활용에 관한 특별법,제4조,"https://www.law.go.kr/법령/친수구역활용에관한특별법/(20260102,21065,20251001)/제4조",미규정,기후에너지환경부,기후에너지환경부장관,,국가,,neins,,7088
EP-089,89,친수구역조성사업 실시계획,실시계획,친수구역 활용에 관한 특별법,https://www.law.go.kr/법령/친수구역 활용에 관한 특별법,제13조,"https://www.law.go.kr/법령/친수구역활용에관한특별법/(20260102,21065,20251001)/제13조",미규정,기타 수립주체,사업시행자,,개별시설·사업,,neins,,4089
EP-090,90,토양보전기본계획,기본계획,토양환경보전법,https://www.law.go.kr/법령/토양환경보전법,제4조,"https://www.law.go.kr/법령/토양환경보전법/(20260331,21254,20251230)/제4조",10년,기후에너지환경부,기후에너지환경부장관,,국가,1,neins,,1090
EP-091,91,지역 토양보전계획,기타,토양환경보전법,https://www.law.go.kr/법령/토양환경보전법,제4조,"https://www.law.go.kr/법령/토양환경보전법/(20260331,21254,20251230)/제4조",미규정,지방자치단체,특별시장ㆍ광역시장ㆍ특별자치시장ㆍ도지사ㆍ특별자치도지사,시도,광역(시·도),,neins,,7091
EP-092,92,음식물류 폐기물 발생 억제 계획,기타,폐기물관리법,https://www.law.go.kr/법령/폐기물관리법,제14조의3,"https://www.law.go.kr/법령/폐기물관리법/(20260820,21371,20260219)/제14조의3",1년,지방자치단체,특별자치시장ㆍ특별자치도지사ㆍ시장ㆍ군수ㆍ구청장,시도,광역·기초,,neins,,7092
EP-093,93,생활계 유해폐기물 처리계획,기타,폐기물관리법,https://www.law.go.kr/법령/폐기물관리법,제14조의4,"https://www.law.go.kr/법령/폐기물관리법/(20260820,21371,20260219)/제14조의4",1년,지방자치단체,특별자치시장ㆍ특별자치도지사ㆍ시장ㆍ군수ㆍ구청장,시군구,광역·기초,,neins,,7093
EP-094,94,국가하수도종합계획,종합계획,하수도법,https://www.law.go.kr/법령/하수도법,제4조,"https://www.law.go.kr/법령/하수도법/(20251001,21065,20251001)/제4조",10년,기후에너지환경부,기후에너지환경부장관,전국,국가,1,neins,제3차는 2026.6 행정예고,94
EP-095,95,유역하수도정비계획,기타,하수도법,https://www.law.go.kr/법령/하수도법,제4조의2,"https://www.law.go.kr/법령/하수도법/(20251001,21065,20251001)/제4조의2",20년,기후에너지환경부 소속기관,유역환경청장ㆍ지방환경청장,,유역·권역,,neins,,7095
EP-096,96,하수도정비기본계획,기본계획,하수도법,https://www.law.go.kr/법령/하수도법,제6조,"https://www.law.go.kr/법령/하수도법/(20251001,21065,20251001)/제6조",20년,특별시장·광역시장·시장·군수,특별시장ㆍ광역시장ㆍ특별자치시장ㆍ특별자치도지사ㆍ시장ㆍ군수,시군구,광역·기초,1,neins,지자체별 개별 수립,1096
EP-097,97,화학물질의 관리에 관한 기본계획,기본계획,화학물질관리법,https://www.law.go.kr/법령/화학물질관리법,제6조,"https://www.law.go.kr/법령/화학물질관리법/(20251001,21065,20251001)/제6조",5년,기후에너지환경부,기후에너지환경부장관,,국가,1,neins,"구 「유해화학물질관리 기본계획」(제1~4차, ~2015)은 별도 계보",1097
EP-098,98,화학물질의 평가 등에 관한 기본계획,기본계획,화학물질의 등록 및 평가 등에 관한 법률,https://www.law.go.kr/법령/화학물질의 등록 및 평가 등에 관한 법률,제6조,"https://www.law.go.kr/법령/화학물질의등록및평가등에관한법률/(20260512,21132,20251111)/제6조",5년,기후에너지환경부,기후에너지환경부장관,,국가,1,neins,"수립 연구(2023) 확인, 확정본 미공표",1098
EP-099,99,국가환경교육계획,종합계획,환경교육의 활성화 및 지원에 관한 법률,https://www.law.go.kr/법령/환경교육의 활성화 및 지원에 관한 법률,제5조,"https://www.law.go.kr/법령/환경교육의활성화및지원에관한법률/(20251001,21065,20251001)/제5조",5년,기후에너지환경부,기후에너지환경부장관,,국가,1,neins,제3차까지 명칭은 「환경교육종합계획」,99
EP-100,100,시·도 환경교육계획,기타,환경교육의 활성화 및 지원에 관한 법률,https://www.law.go.kr/법령/환경교육의 활성화 및 지원에 관한 법률,제6조,"https://www.law.go.kr/법령/환경교육의활성화및지원에관한법률/(20251001,21065,20251001)/제6조",5년,지방자치단체,특별시장ㆍ광역시장ㆍ특별자치시장ㆍ도지사ㆍ특별자치도지사,시도,광역(시·도),,neins,,7100
EP-101,101,환경기술 및 환경산업 육성계획,기타,환경기술 및 환경산업 지원법,https://www.law.go.kr/법령/환경기술 및 환경산업 지원법,제3조,"https://www.law.go.kr/법령/환경기술및환경산업지원법/(20260609,21782,20260609)/제3조",5년,기후에너지환경부,기후에너지환경부장관,,국가,,neins,,7101
EP-102,102,환경보건종합계획,종합계획,환경보건법,https://www.law.go.kr/법령/환경보건법,제6조,"https://www.law.go.kr/법령/환경보건법/(20260512,21131,20251111)/제6조",10년,기후에너지환경부,기후에너지환경부장관,,국가,1,neins,,102
EP-103,103,지역환경보건계획,기타,환경보건법,https://www.law.go.kr/법령/환경보건법,제6조의2,"https://www.law.go.kr/법령/환경보건법/(20260512,21131,20251111)/제6조의2",미규정,지방자치단체,특별시장ㆍ광역시장ㆍ특별자치시장ㆍ도지사ㆍ특별자치도지사,시도,광역(시·도),,neins,,7103
EP-104,104,환경시험·검사발전기본계획,기본계획,환경분야 시험·검사 등에 관한 법률,https://www.law.go.kr/법령/환경분야 시험 검사 등에 관한 법률,제3조,"https://www.law.go.kr/법령/환경분야시험ㆍ검사등에관한법률/(20260701,21447,20260305)/제3조",5년,기후에너지환경부,기후에너지환경부장관,,국가,1,neins,"제4차 공표 확인, 계획기간 미확인",1104
EP-105,105,자연환경보전기본계획,기본계획,자연환경보전법,https://www.law.go.kr/법령/자연환경보전법,제8조,"https://www.law.go.kr/법령/자연환경보전법/(20260701,21447,20260305)/제8조",10년,기후에너지환경부,기후에너지환경부장관,,국가,1,neins,제4차(2026~2035) 수립 기초연구 단계 — 확정 미확인,1105
EP-106,106,생태‧경관보전지역,기타,자연환경보전법,https://www.law.go.kr/법령/자연환경보전법,제12조,"https://www.law.go.kr/법령/자연환경보전법/(20260701,21447,20260305)/제12조",미규정,기후에너지환경부,기후에너지환경부장관,,국가,,neins,,7106
EP-107,107,계획 및 대책,기타,환경정책기본법,https://www.law.go.kr/법령/환경정책기본법,제38조,"https://www.law.go.kr/법령/환경정책기본법/(20260102,21065,20251001)/제38조",미규정,미지정,,,광역(시·도),,neins,,7107
EP-108,108,부문별 온실가스 감축 목표,기타,기후위기 대응을 위한 탄소중립·녹색성장 기본법,https://www.law.go.kr/법령/기후위기 대응을 위한 탄소중립ㆍ녹색성장 기본법,제8조,"https://www.law.go.kr/법령/기후위기대응을위한탄소중립ㆍ녹색성장기본법/(20260602,21738,20260602)/제8조",미규정,정부(관계부처 합동),정부,,국가,,neins,,7108
EP-109,109,연도별 감축목표,기타,기후위기 대응을 위한 탄소중립·녹색성장 기본법,https://www.law.go.kr/법령/기후위기 대응을 위한 탄소중립ㆍ녹색성장 기본법,제8조,"https://www.law.go.kr/법령/기후위기대응을위한탄소중립ㆍ녹색성장기본법/(20260602,21738,20260602)/제8조",미규정,정부(관계부처 합동),정부,전국,국가,,neins,,7109
EP-110,110,탄소중립도시 조성 사업 계획,기타,기후위기 대응을 위한 탄소중립·녹색성장 기본법,https://www.law.go.kr/법령/기후위기 대응을 위한 탄소중립ㆍ녹색성장 기본법,제29조,"https://www.law.go.kr/법령/기후위기대응을위한탄소중립ㆍ녹색성장기본법/(20260602,21738,20260602)/제29조",미규정,지방자치단체,지방자치단체의 장,,광역·기초,,neins,,7110
EP-111,111,지방 기후위기 적응대책,기타,기후위기 대응을 위한 탄소중립·녹색성장 기본법,https://www.law.go.kr/법령/기후위기 대응을 위한 탄소중립ㆍ녹색성장 기본법,제40조,"https://www.law.go.kr/법령/기후위기대응을위한탄소중립ㆍ녹색성장기본법/(20260602,21738,20260602)/제40조",5년,지방자치단체,시ㆍ도지사ㆍ시장ㆍ군수ㆍ구청장,시도,광역·기초,,neins,,7111
EP-112,112,공공기관 기후위기 적응대책,기타,기후위기 대응을 위한 탄소중립·녹색성장 기본법,https://www.law.go.kr/법령/기후위기 대응을 위한 탄소중립ㆍ녹색성장 기본법,제41조,"https://www.law.go.kr/법령/기후위기대응을위한탄소중립ㆍ녹색성장기본법/(20260602,21738,20260602)/제41조",5년,기타 수립주체,취약기관의 장,,개별시설·사업,,neins,,7112
EP-113,113,자연환경보전기본방침,기타,자연환경보전법,https://www.law.go.kr/법령/자연환경보전법,제6조,"https://www.law.go.kr/법령/자연환경보전법/(20260701,21447,20260305)/제6조",미규정,기후에너지환경부,기후에너지환경부장관,,국가,,neins,,7113
EP-114,114,생태·경관보전지역 관리기본계획,기본계획,자연환경보전법,https://www.law.go.kr/법령/자연환경보전법,제14조,"https://www.law.go.kr/법령/자연환경보전법/(20260701,21447,20260305)/제14조",미규정,기후에너지환경부,기후에너지환경부장관,,국가,1,neins,생태·경관보전지역별 개별 수립,1114
EP-115,115,공공폐자원관리시설 기본계획,기본계획,공공폐자원관리시설의 설치운영 및 주민지원 등에 관한 특별법,https://www.law.go.kr/법령/공공폐자원관리시설의 설치운영 및 주민지원 등에 관한 특별법,제5조,"https://www.law.go.kr/법령/공공폐자원관리시설의설치ㆍ운영및주민지원등에관한특별법/(20251001,21065,20251001)/제5조",미규정,기후에너지환경부,기후에너지환경부장관,,국가,1,neins,2021.6 수립 — 종료연도 미확인,1115
EP-116,116,녹색융합클러스터 조성계획,기타,녹색융합클러스터의 조성 및 육성에 관한 법률,https://www.law.go.kr/법령/녹색융합클러스터의 조성 및 육성에 관한 법률,제11조,"https://www.law.go.kr/법령/녹색융합클러스터의조성및육성에관한법률/(20251001,21065,20251001)/제11조",미규정,기후에너지환경부,기후에너지환경부장관,,국가,,neins,,7116
EP-117,117,관할구역의 동물원 및 수족관의 관리를 위한 계획,관리계획,동물원 및 수족관의 관리에 관한 법률,https://www.law.go.kr/법령/동물원 및 수족관의 관리에 관한 법률,제5조,"https://www.law.go.kr/법령/동물원및수족관의관리에관한법률/(20251001,21065,20251001)/제5조",5년,지방자치단체,특별시장ㆍ광역시장ㆍ특별자치시장ㆍ도지사ㆍ특별자치도지사,시도,광역(시·도),,neins,,2117
EP-118,118,댐관리 세부시행계획,시행계획,댐건설ㆍ관리 및 주변지역지원 등에 관한 법률,https://www.law.go.kr/법령/댐건설관리 및 주변지역지원 등에 관한 법률,제4조의2,"https://www.law.go.kr/법령/댐건설ㆍ관리및주변지역지원등에관한법률/(20260102,21065,20251001)/제4조의2",미규정,기타 수립주체,댐 관리자,,개별시설·사업,,neins,,3118
EP-119,119,댐건설 기본계획,기본계획,댐건설ㆍ관리 및 주변지역지원 등에 관한 법률,https://www.law.go.kr/법령/댐건설관리 및 주변지역지원 등에 관한 법률,제11조,"https://www.law.go.kr/법령/댐건설ㆍ관리및주변지역지원등에관한법률/(20260102,21065,20251001)/제11조",미규정,댐건설사업시행자,댐건설사업시행자,,개별시설·사업,1,neins,댐별 개별 수립,1119
EP-120,120,댐 및 주변지역 친환경 활용 계획,기타,댐 주변지역 친환경 보전 및 활용에 관한 특별법,https://www.law.go.kr/법령/댐 주변지역 친환경 보전 및 활용에 관한 특별법,제4조,"https://www.law.go.kr/법령/댐주변지역친환경보전및활용에관한특별법/(20260707,21844,20260707)/제4조",미규정,지방자치단체,특별시장ㆍ광역시장ㆍ특별자치시장ㆍ도지사ㆍ특별자치도지사ㆍ시장ㆍ군수ㆍ구청장ㆍ댐수탁관리자,시군구,개별시설·사업,,neins,,7120
EP-121,121,댐 친환경 활용 사업 실시계획,실시계획,댐 주변지역 친환경 보전 및 활용에 관한 특별법,https://www.law.go.kr/법령/댐 주변지역 친환경 보전 및 활용에 관한 특별법,제9조,"https://www.law.go.kr/법령/댐주변지역친환경보전및활용에관한특별법/(20260707,21844,20260707)/제9조",미규정,기타 수립주체,사업시행자,,개별시설·사업,,neins,,4121
EP-122,122,물관리기술 발전 및 물산업 진흥 시행계획,시행계획,물관리기술 발전 및 물산업 진흥에 관한 법률,https://www.law.go.kr/법령/물관리기술 발전 및 물산업 진흥에 관한 법률,제5조,"https://www.law.go.kr/법령/물관리기술 발전 및 물산업 진흥에 관한 법률/(20260708,21528,20260407)/제5조",미규정,지방자치단체,특별시장ㆍ광역시장ㆍ특별자치시장ㆍ도지사ㆍ특별자치도지사,시도,광역(시·도),,neins,,3122
EP-123,123,오염총량관리기본방침,기타,물환경보전법,https://www.law.go.kr/법령/물환경보전법,제4조의2,"https://www.law.go.kr/법령/물환경보전법/(20260219,21368,20260219)/제4조의2",미규정,기후에너지환경부,기후에너지환경부장관,,국가,,neins,,7123
EP-124,124,수생태계 복원계획,기타,물환경보전법,https://www.law.go.kr/법령/물환경보전법,제27조의2,"https://www.law.go.kr/법령/물환경보전법/(20260219,21368,20260219)/제27조의2",미규정,기후에너지환경부,기후에너지환경부장관ㆍ시ㆍ도지사ㆍ시장ㆍ군수ㆍ구청장,시군구,광역·기초,,neins,,7124
EP-125,125,비용부담계획,기타,물환경보전법,https://www.law.go.kr/법령/물환경보전법,제49조의2,"https://www.law.go.kr/법령/물환경보전법/(20260219,21368,20260219)/제49조의2",미규정,기후에너지환경부,기후에너지환경부장관,,국가,,neins,,7125
EP-126,126,비점오염원 관리 종합대책 시행계획,시행계획,물환경보전법,https://www.law.go.kr/법령/물환경보전법,제53조의5,"https://www.law.go.kr/법령/물환경보전법/(20260219,21368,20260219)/제53조의5",미규정,지방자치단체,시ㆍ도지사,,광역(시·도),,neins,,3126
EP-127,127,부문별/지역별 세부계획(시행계획),시행계획,석면안전관리법,https://www.law.go.kr/법령/석면안전관리법,제6조,"https://www.law.go.kr/법령/석면안전관리법/(20251001,21065,20251001)/제6조",1년,기후에너지환경부,기후에너지환경부장관ㆍ관계 중앙행정기관의 장ㆍ시ㆍ도지사,시도,광역(시·도),,neins,,3127
EP-128,128,석면안전 관리계획,관리계획,석면안전관리법,https://www.law.go.kr/법령/석면안전관리법,제5조,"https://www.law.go.kr/법령/석면안전관리법/(20251001,21065,20251001)/제5조",미규정,지방자치단체,시ㆍ도지사,,광역(시·도),,neins,,2128
EP-129,129,상수원보호구역에 대한 수질관리계획,관리계획,수도법,https://www.law.go.kr/법령/수도법,제8조의2,"https://www.law.go.kr/법령/수도법/(20251001,21065,20251001)/제8조의2",5년,지방자치단체,특별자치시장ㆍ특별자치도지사ㆍ시장ㆍ군수ㆍ구청장,,광역·기초,,neins,,2129
EP-130,130,하천유역수자원관리계획,관리계획,수자원의 조사·계획 및 관리에 관한 법률,https://www.law.go.kr/법령/수자원의 조사 계획 및 관리에 관한 법률,제18조,"https://www.law.go.kr/법령/수자원의조사ㆍ계획및관리에관한법률/(20251001,21065,20251001)/제18조",10년,기후에너지환경부,기후에너지환경부장관,,국가,,neins,,2130
EP-131,131,지역수자원관리계획,관리계획,수자원의 조사·계획 및 관리에 관한 법률,https://www.law.go.kr/법령/수자원의 조사 계획 및 관리에 관한 법률,제19조,"https://www.law.go.kr/법령/수자원의조사ㆍ계획및관리에관한법률/(20251001,21065,20251001)/제19조",10년,지방자치단체,시ㆍ도지사,,광역(시·도),,neins,,2131
EP-132,132,특정하천유역치수계획,기타,수자원의 조사·계획 및 관리에 관한 법률,https://www.law.go.kr/법령/수자원의 조사 계획 및 관리에 관한 법률,제20조,"https://www.law.go.kr/법령/수자원의조사ㆍ계획및관리에관한법률/(20251001,21065,20251001)/제20조",10년,기후에너지환경부,기후에너지환경부장관,,국가,,neins,,7132
EP-133,133,습지보전기초계획,기타,습지보전법,https://www.law.go.kr/법령/습지보전법,제5조,"https://www.law.go.kr/법령/습지보전법/(20251001,21065,20251001)/제5조",5년,기후에너지환경부,기후에너지환경부장관,,국가,,neins,,7133
EP-134,134,습지보호지역등에 대한 보전계획,기타,습지보전법,https://www.law.go.kr/법령/습지보전법,제10조,"https://www.law.go.kr/법령/습지보전법/(20251001,21065,20251001)/제10조",미규정,기후에너지환경부,기후에너지환경부장관ㆍ해양수산부장관ㆍ시ㆍ도지사,,광역(시·도),,neins,,7134
EP-135,135,실내공기질 관리 세부계획(시행계획),시행계획,실내공기질 관리법,https://www.law.go.kr/법령/실내공기질 관리법,제4조의4,"https://www.law.go.kr/법령/실내공기질관리법/(20260326,21065,20251001)/제4조의4",미규정,정부(관계부처 합동),관계 중앙행정기관의 장ㆍ시ㆍ도지사,시도,광역(시·도),,neins,,3135
EP-136,136,멸종위기 야생생물에 대한 보전대책,기타,야생생물 보호 및 관리에 관한 법률,https://www.law.go.kr/법령/야생생물 보호 및 관리에 관한 법률,제13조,"https://www.law.go.kr/법령/야생생물보호및관리에관한법률/(20260512,21126,20251111)/제13조",5년,기후에너지환경부,기후에너지환경부장관,,국가,,neins,,7136
EP-137,137,지원시책,기타,유전자원 접근‧이용 및 이익 공유에 관한 법률,https://www.law.go.kr/법령/유전자원의 접근ㆍ이용 및 이익 공유에 관한 법률,제6조,"https://www.law.go.kr/법령/유전자원의접근ㆍ이용및이익공유에관한법률/(20251001,21065,20251001)/제6조",미규정,기타 수립주체,국가,,국가,,neins,,7137
EP-138,138,순환경제 목표,기타,순환경제사회 전환 촉진법,https://www.law.go.kr/법령/순환경제사회 전환 촉진법,제13조,"https://www.law.go.kr/법령/순환경제사회전환촉진법/(20260219,21381,20260219)/제13조",미규정,기후에너지환경부,기후에너지환경부장관,전국,국가,,neins,,7138
EP-139,139,시·도 순환경제 목표,기타,순환경제사회 전환 촉진법,https://www.law.go.kr/법령/순환경제사회 전환 촉진법,제14조,"https://www.law.go.kr/법령/순환경제사회전환촉진법/(20260219,21381,20260219)/제14조",미규정,기후에너지환경부,기후에너지환경부장관,,국가,,neins,,7139
EP-140,140,순환경제성과관리대상자대상자별 자원순환 목표,기타,순환경제사회 전환 촉진법,https://www.law.go.kr/법령/순환경제사회 전환 촉진법,제15조,"https://www.law.go.kr/법령/순환경제사회전환촉진법/(20260219,21381,20260219)/제15조",미규정,기후에너지환경부,기후에너지환경부장관,,국가,,neins,,7140
EP-141,141,잔류성오염물질관리 기본계획,기본계획,잔류성오염물질 관리법,https://www.law.go.kr/법령/잔류성오염물질 관리법,제5조,"https://www.law.go.kr/법령/잔류성오염물질관리법/(20251001,21065,20251001)/제5조",5년,기후에너지환경부,기후에너지환경부장관,,국가,1,neins,,1141
EP-142,142,잔류성오염물질시행계획,시행계획,잔류성오염물질 관리법,https://www.law.go.kr/법령/잔류성오염물질 관리법,제6조,"https://www.law.go.kr/법령/잔류성오염물질관리법/(20251001,21065,20251001)/제6조",1년,기후에너지환경부,기후에너지환경부장관,,국가,,neins,,3142
EP-143,143,중앙추진계획,기타,지속가능발전 기본법,https://www.law.go.kr/법령/지속가능발전 기본법,제9조,"https://www.law.go.kr/법령/지속가능발전기본법/(20220705,18708,20220104)/제9조",5년,정부(관계부처 합동),중앙행정기관의 장,,국가,,neins,,7143
EP-144,144,지속가능발전지표 및 지속가능성 평가,기타,지속가능발전 기본법,https://www.law.go.kr/법령/지속가능발전 기본법,제15조,"https://www.law.go.kr/법령/지속가능발전기본법/(20220705,18708,20220104)/제15조",2년,기타 수립주체,국가위원회ㆍ지방위원회,전국,광역·기초,,neins,,7144
EP-145,145,토양보전대책계획,기타,토양환경보전법,https://www.law.go.kr/법령/토양환경보전법,제18조,"https://www.law.go.kr/법령/토양환경보전법/(20260331,21254,20251230)/제18조",미규정,지방자치단체,특별자치시장ㆍ특별자치도지사ㆍ시장ㆍ군수ㆍ구청장,시도,광역·기초,,neins,,7145
EP-146,146,하수관로 유지관리계획,관리계획,하수도법,https://www.law.go.kr/법령/하수도법,제4조의4,"https://www.law.go.kr/법령/하수도법/(20251001,21065,20251001)/제4조의4",1년,기타 수립주체,공공하수도관리청,,개별시설·사업,,neins,,2146
EP-147,147,하천기본계획,기본계획,하천법,https://www.law.go.kr/법령/하천법,제25조,"https://www.law.go.kr/법령/하천법/(20251001,21065,20251001)/제25조",10년,하천관리청,하천관리청,,개별시설·사업,1,neins,하천별 개별 수립,1147
EP-148,148,하천시설의 비상대처계획,기타,하천법,https://www.law.go.kr/법령/하천법,제26조,"https://www.law.go.kr/법령/하천법/(20251001,21065,20251001)/제26조",미규정,기타 수립주체,하천시설 설치자,,개별시설·사업,,neins,,7148
EP-149,149,시책,기타,화학물질관리법,https://www.law.go.kr/법령/화학물질관리법,제6조,"https://www.law.go.kr/법령/화학물질관리법/(20251001,21065,20251001)/제6조",미규정,정부(관계부처 합동),관계 중앙행정기관의 장ㆍ지방자치단체의 장,,광역·기초,,neins,,7149
EP-150,150,시책,기타,화학물질의 등록 및 평가 등에 관한 법률,https://www.law.go.kr/법령/화학물질의 등록 및 평가 등에 관한 법률,제6조,"https://www.law.go.kr/법령/화학물질의등록및평가등에관한법률/(20260512,21132,20251111)/제6조",미규정,정부(관계부처 합동),관계 중앙행정기관의 장ㆍ지방자치단체의 장,,광역·기초,,neins,,7150
EP-151,151,국가생물다양성전략,기본계획,생물다양성 보전 및 이용에 관한 법률,,제7조제1항,,5년,기후에너지환경부,,,국가,1,added,,1151
EP-152,152,빛공해 방지 종합계획,종합계획,인공조명에 의한 빛공해 방지법,,제3조,,5년,기후에너지환경부,,,국가,1,added,,1152
EP-153,153,악취방지종합시책,종합계획,악취방지법,,제4조,,10년,기후에너지환경부,,,국가,1,added,,1153
EP-154,154,환경기술·환경산업·환경기술인력 육성계획,기본계획,환경기술 및 환경산업 지원법,,제3조제1항,,5년,기후에너지환경부,,,국가,1,added,국가과학기술자문회의 심의,1154
EP-155,155,생물자원관 기본계획,기본계획,생물자원관의 설립 및 운영에 관한 법률,,제4조,,5년,기후에너지환경부,,,국가,1,added,,1155
EP-156,156,국가 폐기물관리 종합계획,종합계획,폐기물관리법,,제9조제1항,,10년,기후에너지환경부,,,국가,1,added,자원순환기본계획→순환경제기본계획이 사실상 대체 (갈음 여부 미확인),1156
EP-157,157,건설폐기물 재활용 기본계획,기본계획,건설폐기물의 재활용촉진에 관한 법률,,제8조,,5년,기후에너지환경부,,,국가,1,added,후속 차수 공표 미확인,1157
EP-158,158,유전자변형생물체 안전관리계획,기본계획,유전자변형생물체의 국가간 이동 등에 관한 법률,,제6조,,5년,산업통상자원부(기후에너지환경부 공동),,,국가,1,added,,1158
EP-159,159,해양환경종합계획,종합계획,해양환경 보전 및 활용에 관한 법률,,제10조제1항,,10년,해양수산부,,,국가,1,marine,출처 사이트 범위 밖 — 해양수산부 소관,1159
EP-160,160,해양생태계보전·관리 기본계획,기본계획,해양생태계의 보전 및 관리에 관한 법률,,제9조제1항,,10년,해양수산부,,,국가,1,marine,출처 사이트 범위 밖 — 해양수산부 소관,1160
EP-161,161,해양폐기물 및 해양오염퇴적물 관리 기본계획,기본계획,해양폐기물 및 해양오염퇴적물 관리법,,제5조제1항,,10년,해양수산부,,,국가,1,marine,출처 사이트 범위 밖 — 해양수산부 소관,1161
EP-162,162,환경관리해역기본계획,기본계획,해양환경관리법,,제16조제1항,,5년,해양수산부,,,국가,1,marine,출처 사이트 범위 밖 — 해양수산부 소관,1162
EP-163,163,갯벌등의 관리 및 복원에 관한 기본계획,기본계획,갯벌 및 그 주변지역의 지속가능한 관리와 복원에 관한 법률,,제7조제1항,,5년,해양수산부,,,국가,1,marine,출처 사이트 범위 밖 — 해양수산부 소관,1163
